tns_name,previous_name,repeater_name,ra_1,ra_1_err_low,ra_1_err_up,ra_2,ra_2_err_low,ra_2_err_up,ra_notes,dec_1,dec_1_err_low,dec_1_err_up,dec_2,dec_2_err_low,dec_2_err_up,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_90,up_ft_90,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_1_ne2001,dm_exc_2_ne2001,dm_exc_1_ymw16,dm_exc_2_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,R_cc
FRB20200320A,-9999,FRB20200320A,42.451,0.041,0.016,-9999,-9999,-9999,-9999,15.844,0.055,0.067,-9999,-9999,-9999,-9999,160.2,-38.32,59,11,-9999,-9999,-9999,-9999,81.86,592.0,-9999,8.7,-9999,11.0,284.81,594.9314,0.0023,549.3,-9999,555.8,-9999,0.0059,0.002461,0.000032,19.0,6.6,-9999,114,37,-9999,0,58928.9545053710500000,0.0000000000000059,58928.954326972180000,0.000000000000010,0.001186,0.000023,3.553,0.089,-10.37,0.15,760.8,400.2,474.9,561972.98,517268,44.611,0.92
FRB20190210C,-9999,FRB20190210C,313.90,0.26,0.13,-9999,-9999,-9999,-9999,89.19,0.47,0.21,-9999,-9999,-9999,-9999,122.16,26.71,3400,1200,-9999,3090,960,-9999,19.69,642.1,2.6,1.7,3.4,2.2,27.31,643.3669,0.0025,589.5,-9999,592.2,-9999,0.00197,0.000250,0.000043,2.37,0.81,-9999,3.6,1.2,-9999,0,58524.25258585202000,0.00000000000014,58524.25239292905000,0.00000000000014,0.000286,0.000051,0.35,0.83,-1.5,1.1,800.2,400.2,448.5,310287.093,310719,50.092,1.05
FRB20190812A,-9999,FRB20190812A,268.05,0.11,0.22,-9999,-9999,-9999,-9999,50.707,0.024,0.024,-9999,-9999,-9999,-9999,78.06,29.8,81,26,-9999,-9999,-9999,-9999,64.03,253.9,-9999,0.9,-9999,1.2,76.75,254.5239,0.0018,206.1,-9999,213.3,-9999,0.00295,0.000494,0.000031,4.3,1.5,-9999,13.0,4.4,-9999,0,58707.1911567875700000,0.0000000000000069,58707.1910804648500000,0.0000000000000093,0.000601,0.000024,-0.57,0.27,-3.94,0.44,800.2,400.2,400.2,275872.598,271047,56.464,1.37
FRB20200828A,-9999,FRB20200828A,114.08,0.20,0.44,-9999,-9999,-9999,-9999,80.021,0.11,0.095,-9999,-9999,-9999,-9999,134.1,28.63,240,130,-9999,220,130,-9999,9.86,559.7,1.6,0.4,2.4,0.5,11.49,561.310,0.046,507.7,-9999,511.0,-9999,0.00885,<0.0062,-9999,0.59,0.33,-9999,3.4,1.3,-9999,0,59089.73891134559400,0.00000000000013,59089.73874302854500,0.00000000000021,0.00311,0.00057,3.3,1.9,-5.4,2.7,800.2,400.2,534.7,487495.205,486204,47.937,1.6
FRB20190905A,-9999,FRB20190905A,73.271,0.029,0.059,-9999,-9999,-9999,-9999,88.236,0.055,0.071,-9999,-9999,-9999,-9999,124.64,26.25,5400,980,-9999,3900,1300,-9999,9.7,253.9,0.6,0.4,0.8,0.6,16.48,254.111,0.020,197.0,-9999,198.7,-9999,0.00393,<0.0023,-9999,0.37,0.28,-9999,1.79,0.68,-9999,0,58731.384191504220000,0.000000000000041,58731.384115305240000,0.000000000000082,0.00113,0.00016,26.3,4.7,-58.9,9.8,613.3,413.6,503.7,286915.779,287198,53.87,2.21
FRB20190127B,-9999,FRB20190127B,169.263,0.082,0.059,-9999,-9999,-9999,-9999,83.506,0.083,0.083,-9999,-9999,-9999,-9999,126.03,33.05,350,190,-9999,360,200,-9999,11.51,666.4,0.3,0.1,0.4,0.1,18.79,663.028,0.048,615.4,-9999,621.2,-9999,0.06783,0.0428,0.0066,0.63,0.54,-9999,11.4,5.8,-9999,0,58510.39121647182000,0.00000000000020,58510.39101765327000,0.00000000000026,0.0025,0.0011,5.3,1.8,-7.7,2.2,800.2,400.2,562.2,3054647.692,3054187,48.505,2.67
FRB20210323C,-9999,FRB20210323C,122.07,0.38,0.11,-9999,-9999,-9999,-9999,72.35,0.14,0.39,-9999,-9999,-9999,-9999,142.57,31.55,135,78,-9999,108,60,-9999,11.52,288.3,31.8,3.6,53.5,6.0,18.85,288.48,-9999,238.0,-9999,243.1,-9999,0.00197,<0.0016,-9999,0.80,0.41,-9999,2.32,0.71,-9999,0,59296.163551160730000,0.000000000000016,59296.1634646558,0.0000000010,0.000825,0.000070,24.7,3.6,-51.2,7.1,609.6,412.4,501.4,310638.609,310112,50.189,2.99
FRB20180909A,-9999,FRB20180909A,120.04,0.17,0.30,-9999,-9999,-9999,-9999,57.004,0.071,0.059,-9999,-9999,-9999,-9999,160.63,31.71,75,45,-9999,-9999,-9999,-9999,11.03,407.6,-9999,0.1,-9999,0.1,13.86,408.647,0.080,356.2,-9999,360.1,-9999,0.01573,<0.013,-9999,0.43,0.24,-9999,0.90,0.50,-9999,0,58370.70598114899600,0.00000000000021,58370.70585861017000,0.00000000000035,0.00631,0.00093,-0.3,1.4,-1.3,2.2,800.2,400.2,400.2,256401.455,256250,0.441,3.93
FRB20200508H,-9999,FRB20200508H,54.60,0.27,0.49,-9999,-9999,-9999,-9999,88.04,0.38,0.32,-9999,-9999,-9999,-9999,124.38,25.66,1300,540,-9999,1400,380,-9999,8.63,472.3,1.1,0.8,1.5,1.1,11.33,472.336,0.074,414.2,-9999,415.5,-9999,0.00688,<0.0079,-9999,0.39,0.27,-9999,0.93,0.42,-9999,0,58977.01603027418000,0.00000000000019,58977.01588863729000,0.00000000000032,0.00393,0.00050,9.9,3.8,-40,13,558.6,400.2,419.9,-9999,-9999,-9999,3.95
FRB20201016A,-9999,FRB20180909A,120.04,0.17,0.30,-9999,-9999,-9999,-9999,57.004,0.071,0.059,-9999,-9999,-9999,-9999,160.63,31.71,75,45,-9999,-9999,-9999,-9999,8.96,418.9,-9999,0.1,-9999,0.1,14.65,420.979,0.040,368.5,-9999,372.5,-9999,0.0059,0.00036,0.00010,0.34,0.21,-9999,0.80,0.39,-9999,0,59138.617793344805000,0.000000000000051,59138.61766710816000,0.00000000000015,0.00035,0.00025,11.7,6.3,-125,43,480.4,400.2,419.3,340251.087,340587,45.294,3.93
FRB20190925C,-9999,FRB20180910A,354.83,0.87,0.87,-9999,-9999,-9999,-9999,89.014,0.011,0.011,-9999,-9999,-9999,-9999,122.59,26.19,3910,270,-9999,4335,26,-9999,23.81,690.7,30.7,19.1,38.0,24.3,48.22,689.98,-9999,633.8,-9999,635.2,-9999,0.00492,<0.0031,-9999,2.1,1.0,-9999,9.1,4.1,-9999,0,58751.217106731330000,0.000000000000011,58751.2168998307,0.0000000024,0.001555,0.000056,45.8,2.6,-76.3,4.2,631.5,449.9,533.0,292442.792,289706,53.467,0.43
FRB20200621D,-9999,FRB20180910A,354.83,0.87,0.87,-9999,-9999,-9999,-9999,89.014,0.011,0.011,-9999,-9999,-9999,-9999,122.59,26.19,3910,270,-9999,4335,26,-9999,29.97,695.5,30.7,19.1,38.0,24.3,23.2,696.53,-9999,640.4,-9999,641.8,-9999,0.0118,<0.010,-9999,6.0,2.9,-9999,38,16,-9999,0,59021.048010587610000,0.000000000000053,59021.0478017229,0.0000000024,0.00500,0.00037,6.9,1.5,-13.4,2.4,800.2,400.2,566.6,509791.178,504843,45.941,0.43
FRB20201224A,-9999,FRB20181201D,266.9,1.0,1.0,-9999,-9999,-9999,-9999,89.125,0.013,0.013,-9999,-9999,-9999,-9999,121.98,27.37,3590,290,-9999,4359,14,-9999,34.44,443.6,4.2,2.7,5.0,3.3,39.42,443.7323,0.0023,390.0,-9999,392.9,-9999,0.00197,<0.0020,-9999,2.9,1.3,-9999,7.5,3.2,-9999,0,59207.8578833363060000,0.0000000000000073,59207.8577502808840000,0.0000000000000085,0.000989,0.000038,1.85,0.57,-1.74,0.71,800.2,400.2,605.4,339633.282,337624,45.77,0.64
FRB20190201A,-9999,FRB20181226F,95.87,0.31,0.23,-9999,-9999,-9999,-9999,83.80,0.16,0.47,-9999,-9999,-9999,-9999,129.79,26.21,390,190,-9999,380,220,-9999,11.04,241.0,10.6,4.8,16.3,7.0,15.44,242.0038,0.0040,184.2,-9999,185.5,-9999,0.00098,<0.0012,-9999,2.6,1.6,-9999,3.1,1.6,-9999,0,58515.65014995153000,0.00000000000012,58515.65007739735000,0.00000000000012,0.000608,0.000056,0.1,1.3,-0.2,1.8,789.0,400.2,464.9,297111.527,298446,52.063,0.049
FRB20201111A,-9999,FRB20181226F,95.87,0.31,0.23,-9999,-9999,-9999,-9999,83.80,0.16,0.47,-9999,-9999,-9999,-9999,129.79,26.21,390,190,-9999,380,220,-9999,9.73,241.4,10.6,4.8,16.3,7.0,13.57,241.7700,0.0040,184.0,-9999,185.3,-9999,0.00197,<0.0010,-9999,0.99,0.63,-9999,1.8,1.0,-9999,0,59164.903167349690000,0.000000000000028,59164.903094851430000,0.000000000000032,0.000511,0.000053,4.6,1.9,-8.1,2.7,800.2,400.2,489.2,164183.678,163622,47.437,0.049
FRB20190308B,-9999,FRB20190107B,49.31,0.11,1.2,22.37,0.80,0.27,-9999,83.40,0.72,0.13,83.370,0.39,0.079,-9999,0.0,0.0,360,190,-9999,330,200,-9999,10.35,179.5,0.4,0.2,0.6,0.3,21.76,180.1800,0.0070,112.3,107.8,107.1,99.3,0.00197,0.000134,0.000040,1.11,0.87,-9999,1.39,0.85,-9999,0,58550.466994600080000,0.000000000000017,58550.466940570480000,0.000000000000030,0.000186,0.000086,18.6,2.9,-52.9,7.6,587.9,400.2,477.2,315726.411,316148,49.219,0.78
FRB20190308B,-9999,FRB20190107B,49.31,0.11,1.2,22.37,0.80,0.27,-9999,83.40,0.72,0.13,83.370,0.39,0.079,-9999,0.0,0.0,360,190,-9999,330,200,-9999,10.35,179.5,0.4,0.2,0.6,0.3,21.76,180.1800,0.0070,112.3,107.8,107.1,99.3,0.00197,0.000134,0.000040,1.11,0.87,-9999,1.39,0.85,-9999,1,58550.466994632916000,0.000000000000050,58550.466940603310000,0.000000000000056,0.00052,0.00032,9.5,7.5,-37,23,585.3,400.2,455.5,315726.411,316148,49.219,0.78
FRB20191107C,-9999,FRB20190110C,249.325,0.011,0.011,-9999,-9999,-9999,-9999,41.4450,0.0093,0.0093,-9999,-9999,-9999,-9999,65.58,42.09,45,11,-9999,-9999,-9999,-9999,24.65,221.6,-9999,1.2,-9999,1.4,44.41,222.1,-9999,185.1,-9999,192.1,-9999,0.00393,<0.0022,-9999,0.60,0.20,-9999,2.78,0.59,-9999,0,58794.894415409560000,0.000000000000043,58794.89434880963,0.00000000077,0.00153,0.00026,36,11,-103,30,541.1,406.2,468.8,300091.809,302659,51.385,0.021
FRB20191107C,-9999,FRB20190110C,249.325,0.011,0.011,-9999,-9999,-9999,-9999,41.4450,0.0093,0.0093,-9999,-9999,-9999,-9999,65.58,42.09,45,11,-9999,-9999,-9999,-9999,24.65,221.6,-9999,1.2,-9999,1.4,44.41,222.1,-9999,185.1,-9999,192.1,-9999,0.00393,<0.0022,-9999,0.60,0.20,-9999,2.78,0.59,-9999,1,58794.8944155054800000,0.0000000000000083,58794.89434890555,0.00000000077,0.001078,0.000043,46.5,3.1,-246,16,484.8,400.2,439.5,300091.809,302659,51.385,0.021
FRB20210322F,-9999,FRB20190110C,249.325,0.011,0.011,-9999,-9999,-9999,-9999,41.4450,0.0093,0.0093,-9999,-9999,-9999,-9999,65.58,42.09,45,11,-9999,-9999,-9999,-9999,9.72,222.8,-9999,1.2,-9999,1.4,13.93,222.7,-9999,185.7,-9999,192.7,-9999,0.0059,0.00107,0.00025,0.227,0.095,-9999,1.25,0.27,-9999,0,59295.526521769745000,0.000000000000044,59295.52645498989,0.00000000077,0.00088,0.00030,23.7,6.3,-129,29,501.3,400.2,438.6,326803.784,328237,47.278,0.021
FRB20200321G,-9999,FRB20190113A,108.26,0.26,0.29,106.56,0.80,0.78,-9999,-2.98,0.52,0.51,-3.01,0.56,0.54,-9999,0.0,0.0,40,25,-9999,-9999,-9999,-9999,9.94,423.8,-9999,5.0,-9999,8.3,18.48,426.40,0.12,248.5,239.7,175.5,151.7,0.00688,<0.0061,-9999,1.8,1.2,-9999,9.4,4.5,-9999,0,58929.13720653414000,0.00000000000020,58929.13707867249000,0.00000000000046,0.00303,0.00045,35.2,6.4,-62,10,645.6,438.8,532.3,340369.167,339904,45.404,0.13
FRB20200429B,-9999,FRB20190127B,169.263,0.082,0.059,-9999,-9999,-9999,-9999,83.506,0.083,0.083,-9999,-9999,-9999,-9999,126.03,33.05,350,190,-9999,360,200,-9999,36.31,677.7,0.3,0.1,0.4,0.1,43.47,678.3973,0.0027,630.8,-9999,636.6,-9999,0.00295,0.000178,0.000038,3.9,1.7,-9999,9.9,3.5,-9999,0,58968.629233226390000,0.000000000000014,58968.629029799030000,0.000000000000017,0.00117550,0.00000058,-2.19,0.49,4.41,0.60,800.2,400.2,800.2,318269.577,313987,49.567,2.67
FRB20210316B,-9999,FRB20190210C,313.90,0.26,0.13,-9999,-9999,-9999,-9999,89.19,0.47,0.21,-9999,-9999,-9999,-9999,122.16,26.71,3400,1200,-9999,3090,960,-9999,10.57,641.7,2.6,1.7,3.4,2.2,16.84,642.367,0.064,588.5,-9999,591.2,-9999,0.00295,<0.0028,-9999,0.80,0.51,-9999,2.4,1.3,-9999,0,59289.41234670397000,0.00000000000013,59289.41215408083400,0.00000000000026,0.00139,0.00023,35.0,6.0,-44.7,7.4,726.6,472.1,585.7,311549.755,310416,50.14,1.05
FRB20200118B,-9999,FRB20190226B,273.62,0.35,0.17,270.25,0.24,0.38,-9999,61.67,0.14,0.41,61.93,0.41,0.15,-9999,0.0,0.0,85,52,-9999,-9999,-9999,-9999,19.13,630.8,-9999,1.1,-9999,1.9,29.3,632.6728,0.0089,582.0,584.2,587.2,589.7,0.00492,0.00125,0.00020,0.81,0.55,-9999,2.8,1.9,-9999,0,58866.762772139140000,0.000000000000049,58866.762582422960000,0.000000000000058,0.00097,0.00011,41.5,4.1,-62.6,5.7,675.7,460.4,557.8,383363.999,382159,38.617,8.7e-06
FRB20201004B,-9999,FRB20190226B,273.62,0.35,0.17,270.25,0.24,0.38,-9999,61.67,0.14,0.41,61.93,0.41,0.15,-9999,0.0,0.0,85,52,-9999,-9999,-9999,-9999,9.56,634.1,-9999,1.1,-9999,1.9,16.03,634.48,0.27,583.8,586.0,589.0,591.5,0.01966,<0.012,-9999,0.20,0.17,-9999,2.1,1.1,-9999,0,59126.05177562368000,0.00000000000041,59126.0515853658500,0.0000000000010,0.0059,0.0010,41.3,7.6,-86,16,593.3,432.4,506.6,658917.108,659066,47.07,8.7e-06
FRB20190804B,-9999,FRB20190303D,185.339,0.067,0.067,-9999,-9999,-9999,-9999,70.691,0.024,0.024,-9999,-9999,-9999,-9999,126.52,46.23,55,44,-9999,141.7,2.7,-9999,9.33,716.6,16.7,2.8,21.2,3.4,10.43,716.0068,0.0091,679.4,-9999,687.3,-9999,0.00197,<0.0015,-9999,1.8,1.2,-9999,1.13,0.69,-9999,0,58699.981256104955000,0.000000000000083,58699.981041399835000,0.000000000000088,0.00076,0.00010,14.5,4.0,-26.8,6.8,678.1,400.2,510.8,309957.19,308174,50.5,0.62
FRB20190918C,-9999,FRB20190328C,75.649,0.37,0.095,-9999,-9999,-9999,-9999,82.11,0.19,0.24,-9999,-9999,-9999,-9999,130.57,23.32,310,160,-9999,290,160,-9999,12.67,478.8,5.7,1.8,8.5,2.8,21.17,468.973,0.072,404.9,-9999,402.5,-9999,0.01966,0.0169,0.0021,0.92,0.55,-9999,12.9,5.3,-9999,0,58744.51307461523000,0.00000000000019,58744.51293398680000,0.00000000000032,0.00153,0.00086,37.0,6.4,-43.1,7.0,775.1,488.1,615.1,1280033.933,1282151,54.236,0.71
FRB20191024B,-9999,FRB20190430C,277.2097,0.0093,0.0093,-9999,-9999,-9999,-9999,24.7699,0.0092,0.0092,-9999,-9999,-9999,-9999,53.11,15.7,29.4,7.0,-9999,-9999,-9999,-9999,9.6,404.4,-9999,11.5,-9999,13.3,14.21,401.71,0.11,302.2,-9999,318.1,-9999,0.01278,<0.0068,-9999,1.9,1.2,-9999,10.1,3.9,-9999,0,58780.01624621452000,0.00000000000017,58780.01612575625000,0.00000000000041,0.00338,0.00062,41.0,8.3,-100,20,569.2,425.1,491.9,503116.602,504672,45.959,0.00047
FRB20201030B,-9999,FRB20190609C,73.324,0.012,0.012,-9999,-9999,-9999,-9999,24.0678,0.0065,0.0065,-9999,-9999,-9999,-9999,177.36,-12.39,71.95,0.43,-9999,-9999,-9999,-9999,46.66,479.2,-9999,2.1,-9999,2.6,70.7,479.9,-9999,366.5,-9999,326.3,-9999,0.00295,<0.0015,-9999,1.64,0.50,-9999,1.27,0.35,-9999,0,59152.4271443467800000,0.0000000000000042,59152.4270004418,0.0000000017,0.000749,0.000016,21.6,1.1,-114.4,5.5,499.6,400.2,434.2,327666.689,326072,47.626,4.8e-06
FRB20210113D,-9999,FRB20190609C,73.324,0.012,0.012,-9999,-9999,-9999,-9999,24.0678,0.0065,0.0065,-9999,-9999,-9999,-9999,177.36,-12.39,71.95,0.43,-9999,-9999,-9999,-9999,13.57,479.2,-9999,2.1,-9999,2.6,11.98,479.5959,0.0086,366.2,-9999,326.0,-9999,0.00295,<0.0010,-9999,3.3,1.5,-9999,4.7,1.4,-9999,0,59227.226237276640000,0.000000000000070,59227.226093462800000,0.000000000000076,0.000510,0.000046,43.2,7.6,-183,31,503.6,402.5,450.3,176817.716,176428,43.323,4.8e-06
FRB20200629C,-9999,FRB20190804E,261.343,0.017,0.017,-9999,-9999,-9999,-9999,55.0689,0.0083,0.0083,-9999,-9999,-9999,-9999,82.89,34.11,93.7,4.1,-9999,-9999,-9999,-9999,20.17,365.6,-9999,1.9,-9999,2.3,33.81,363.963,0.013,320.6,-9999,327.4,-9999,0.00786,<0.0048,-9999,0.45,0.17,-9999,2.59,0.61,-9999,0,59029.282886187430000,0.000000000000030,59029.282777047840000,0.000000000000055,0.00238,0.00012,31.8,2.8,-81.5,7.0,571.4,416.4,487.8,359631.817,359132,42.316,5.2e-11
FRB20200709C,-9999,FRB20190804E,261.343,0.017,0.017,-9999,-9999,-9999,-9999,55.0689,0.0083,0.0083,-9999,-9999,-9999,-9999,82.89,34.11,93.7,4.1,-9999,-9999,-9999,-9999,14.04,368.8,-9999,1.9,-9999,2.3,23.58,364.41,0.16,321.0,-9999,327.9,-9999,0.00983,<0.0092,-9999,0.26,0.10,-9999,1.35,0.20,-9999,0,59039.257220944884000,0.000000000000093,59039.25711167014000,0.00000000000056,0.00462,0.00035,17.4,3.7,-128,22,487.9,400.2,427.4,523937.706,523254,43.97,5.2e-11
FRB20201201B,-9999,FRB20190804E,261.343,0.017,0.017,-9999,-9999,-9999,-9999,55.0689,0.0083,0.0083,-9999,-9999,-9999,-9999,82.89,34.11,93.7,4.1,-9999,-9999,-9999,-9999,8.62,362.7,-9999,1.9,-9999,2.3,10.7,362.776,0.023,319.4,-9999,326.2,-9999,0.00197,<0.0024,-9999,0.28,0.25,-9999,0.51,0.51,-9999,0,59184.86068218027000,0.00000000000016,59184.86057339649000,0.00000000000018,0.00119,0.00016,19.8,6.0,-69,20,544.5,400.2,456.2,358923.022,358790,42.371,5.2e-11
FRB20201225B,-9999,FRB20190804E,261.343,0.017,0.017,-9999,-9999,-9999,-9999,55.0689,0.0083,0.0083,-9999,-9999,-9999,-9999,82.89,34.11,93.7,4.1,-9999,-9999,-9999,-9999,45.0,363.5,-9999,1.9,-9999,2.3,81.6,362.7,-9999,319.3,-9999,326.1,-9999,0.00197,<0.0020,-9999,1.20,0.32,-9999,4.83,0.75,-9999,0,59208.797071128090000,0.000000000000012,59208.7969623672,0.0000000013,0.001565,0.000066,16.6,1.6,-67.1,5.9,523.6,400.2,448.4,365754.36,363003,41.693,5.2e-11
FRB20201225B,-9999,FRB20190804E,261.343,0.017,0.017,-9999,-9999,-9999,-9999,55.0689,0.0083,0.0083,-9999,-9999,-9999,-9999,82.89,34.11,93.7,4.1,-9999,-9999,-9999,-9999,45.0,363.5,-9999,1.9,-9999,2.3,81.6,362.7,-9999,319.3,-9999,326.1,-9999,0.00197,<0.0020,-9999,1.20,0.32,-9999,4.83,0.75,-9999,1,59208.7970711995950000,0.0000000000000055,59208.7969624387,0.0000000013,0.000994,0.000022,0.7,1.3,-106,12,450.6,400.2,400.2,365754.36,363003,41.693,5.2e-11
FRB20201228A,-9999,FRB20190804E,261.343,0.017,0.017,-9999,-9999,-9999,-9999,55.0689,0.0083,0.0083,-9999,-9999,-9999,-9999,82.89,34.11,93.7,4.1,-9999,-9999,-9999,-9999,24.82,362.7,-9999,1.9,-9999,2.3,37.2,363.58,-9999,320.2,-9999,327.0,-9999,0.01671,<0.0030,-9999,0.63,0.15,-9999,3.43,0.62,-9999,0,59211.786531566350000,0.000000000000012,59211.7864225416,0.0000000013,0.001479,0.000068,54.6,4.4,-137,11,562.0,423.1,487.6,1090040.785,1086181,41.846,5.2e-11
FRB20201228A,-9999,FRB20190804E,261.343,0.017,0.017,-9999,-9999,-9999,-9999,55.0689,0.0083,0.0083,-9999,-9999,-9999,-9999,82.89,34.11,93.7,4.1,-9999,-9999,-9999,-9999,24.82,362.7,-9999,1.9,-9999,2.3,37.2,363.58,-9999,320.2,-9999,327.0,-9999,0.01671,<0.0030,-9999,0.63,0.15,-9999,3.43,0.62,-9999,1,59211.78653206751000,0.00000000000020,59211.7864230427,0.0000000013,0.0031,0.0014,18,15,-32,25,721.9,402.0,538.8,1090040.785,1086181,41.846,5.2e-11
FRB20200624B,-9999,FRB20190812A,268.05,0.11,0.22,-9999,-9999,-9999,-9999,50.707,0.024,0.024,-9999,-9999,-9999,-9999,78.06,29.8,81,26,-9999,-9999,-9999,-9999,14.15,244.2,-9999,0.9,-9999,1.2,19.14,245.0220,0.0039,196.6,-9999,203.8,-9999,0.00197,0.000185,0.000060,1.17,0.65,-9999,0.65,0.37,-9999,0,59024.315147504290000,0.000000000000017,59024.315074030860000,0.000000000000021,0.000423,0.000059,2.4,1.3,-3.1,1.7,800.2,400.2,593.1,354043.136,352595,43.365,1.37
